Modelo,Cilindrada,Ano,Valor,valor_fipe,Url,Codigo,cod_fipe,Data,Marca,Quilometragem,diferença_fipe,Município
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2010,10000,6582,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-unica-dona-1034555366,1034555366,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6582}]",19/05,HONDA,780919,,Belo Horizonte
HONDA CG 125 FAN ES,125,2011,5900,7235,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-es-125-2011-ler-descricao-completa-1034554699,1034554699,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7235}]",19/05,HONDA,34161,,Belo Horizonte
HONDA NXR 125 BROS KS,125,2014,9500,8457,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/bross-125cc-2014-1034550411,1034550411,"[{'Codigo': '811066-2', 'id': 'HONDA - NXR 125 BROS KS', 'Valor': 8457}]",19/05,HONDA,95000,,Contagem
HONDA CB 300R/ 300R FLEX,300,2013,9500,11784,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cb-300-2013-oportunidade-barato-1032001526,1032001526,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 11784}]",19/05,HONDA,66000,,Belo Horizonte
HONDA CG 125,125,2007,6900,5636,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-2007-1034546156,1034546156,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5636}]",19/05,HONDA,20000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2013,7000,7152,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-125ks-2013-unico-dono-1034534784,1034534784,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 7152}]",19/05,HONDA,79000,,Belo Horizonte
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2010,8900,8554,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-fan-150-2010-1034531011,1034531011,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8554}]",19/05,HONDA,65000,,Pedro Leopoldo
YAMAHA YS 150 FAZER ED/FLEX,150,2020,9990,13971,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/yamaha-ys-fazer-ano-2020-1034530259,1034530259,"[{'Codigo': '827088-0', 'id': 'YAMAHA - YS 150 FAZER SED/ FLEX', 'Valor': 13971}]",19/05,YAMAHA,40000,,Contagem
HONDA CG,125,2011,3000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-125-1034524600,1034524600,"[{'Codigo': '811094-8', 'id': 'HONDA - CG 150 TITAN-KS MIX', 'Valor': 8532}, {'Codigo': '811100-6', 'id': 'HONDA - CG 150 TITAN-EX MIX/FLEX', 'Valor': 8917}, {'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8896}, {'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8796}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 8804}, {'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7235}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6767}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 6894}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 4896}]",19/05,HONDA,50000,,Belo Horizonte
HONDA CG 125,125,2009,8500,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-1034517556,1034517556,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 6808}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6401}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 6521}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 3861}]",19/05,HONDA,45000,,Contagem
HONDA CG 125 FAN ES,125,2010,6600,7001,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cg-fan-es-125-2010-1034515183,1034515183,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 7001}]",19/05,HONDA,0,,Contagem
HONDA BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION,125,2008,7500,7538,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-biz-2008-1034514952,1034514952,"[{'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 7538}]",19/05,HONDA,22000,,Matozinhos
HONDA XR 250 TORNADO,250,2008,9750,10334,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/tornado-250-08-08-1034511689,1034511689,"[{'Codigo': '811062-0', 'id': 'HONDA - XR 250 TORNADO', 'Valor': 10334}]",19/05,HONDA,62000,,Belo Horizonte
YAMAHA FZR 1000,250,2007,7800,36121,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-feizer-1034509406,1034509406,"[{'Codigo': '827037-6', 'id': 'YAMAHA - YZF R-1 1000', 'Valor': 36121}]",19/05,YAMAHA,5000,,Belo Horizonte
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2014,8500,10146,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-150-2014-flex-1034509073,1034509073,"[{'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 10146}]",19/05,HONDA,70000,,Igarapé
SHINERAY ,50,2015,4000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/shineray-1034501752,1034501752,"[{'Codigo': '850022-3', 'id': 'SHINERAY - XY 50Q-2 VENICE', 'Valor': 3237}, {'Codigo': '850015-0', 'id': 'SHINERAY - XY 50-Q2 RETRO/JET/BIKE', 'Valor': 3438}, {'Codigo': '850011-8', 'id': 'SHINERAY - XY 50-Q PHOENIX', 'Valor': 3216}, {'Codigo': '850021-5', 'id': 'SHINERAY - XY 50-Q CROSS', 'Valor': 2971}, {'Codigo': '850018-5', 'id': 'SHINERAY - XY 250-6B DISCOVER', 'Valor': 7296}, {'Codigo': '850008-8', 'id': 'SHINERAY - XY 250-5', 'Valor': 8494}, {'Codigo': '850009-6', 'id': 'SHINERAY - XY 150-GY/EXPLORER', 'Valor': 4705}, {'Codigo': '850019-3', 'id': 'SHINERAY - XY 150-5 Fire/Maxi Fire', 'Valor': 4957}, {'Codigo': '850017-7', 'id': 'SHINERAY - XY 125 JET', 'Valor': 4219}, {'Codigo': '850020-7', 'id': 'SHINERAY - SUN 150', 'Valor': 5065}, {'Codigo': '850023-1', 'id': 'SHINERAY - BOLT 250', 'Valor': 9903}]",19/05,SHINERAY,11335,,Esmeraldas
HONDA CG 125 CARGO ES,125,2009,7500,3861,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-125-fan-1034492226,1034492226,"[{'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 3861}]",19/05,HONDA,70000,,Coronel Fabriciano
HONDA CG 150 TITAN-ES,150,2008,8000,8027.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-titan-2008-completa-impecavel-1034491119,1034491119,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8278}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 7777}]",19/05,HONDA,671501,,Lagoa Santa
 ,100,2010,3000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-de-trilha-porte-medio-1034481286,1034481286,[],19/05,,0,,Belo Horizonte
HONDA CG 150 FAN ESDI/ 150 FAN ESDI FLEX,150,2012,8200,9259.0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-1034480563,1034480563,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 9248}, {'Codigo': '811105-7', 'id': 'HONDA - CG 150 FAN ESDi/ 150 FAN ESDi FLEX', 'Valor': 9270}]",19/05,HONDA,86000,,Belo Horizonte
YAMAHA YBR,125,2007,3800,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-ou-troco-ybr-2006-07-1034476204,1034476204,"[{'Codigo': '827040-6', 'id': 'YAMAHA - YBR 125 K', 'Valor': 4795}, {'Codigo': '827045-7', 'id': 'YAMAHA - YBR 125 ED', 'Valor': 4922}, {'Codigo': '827039-2', 'id': 'YAMAHA - YBR 125 E', 'Valor': 4112}]",19/05,YAMAHA,0,,Caeté
HONDA LEAD 110,100,2009,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-lead-110-1034469867,1034469867,"[{'Codigo': '811088-3', 'id': 'HONDA - XL 1000V VARADERO', 'Valor': 34625}, {'Codigo': '811083-2', 'id': 'HONDA - VT 750 SHADOW', 'Valor': 31485}, {'Codigo': '811085-9', 'id': 'HONDA - POP 100 97cc', 'Valor': 4253}, {'Codigo': '811081-6', 'id': 'HONDA - NXR 150 BROS KS', 'Valor': 8130}, {'Codigo': '811068-9', 'id': 'HONDA - NXR 150 BROS ESD', 'Valor': 9970}, {'Codigo': '811082-4', 'id': 'HONDA - NXR 150 BROS ES', 'Valor': 8941}, {'Codigo': '811027-1', 'id': 'HONDA - GOLD WING 1500/ 1800', 'Valor': 77238}, {'Codigo': '811096-4', 'id': 'HONDA - CRF 250 X', 'Valor': 19261}, {'Codigo': '811087-5', 'id': 'HONDA - CRF 230 F', 'Valor': 10778}, {'Codigo': '811070-0', 'id': 'HONDA - CG 150 TITAN-KS/ TITAN-JOB', 'Valor': 7715}, {'Codigo': '811094-8', 'id': 'HONDA - CG 150 TITAN-KS MIX', 'Valor': 7690}, {'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8816}, {'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8437}, {'Codigo': '811092-1', 'id': 'HONDA - CG 150 TITAN-ES MIX', 'Valor': 8435}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 8431}, {'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 6808}, {'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6401}, {'Codigo': '811019-0', 'id': 'HONDA - CG 125 CARGO/ CARGO KS/125i CARGO', 'Valor': 6521}, {'Codigo': '811095-6', 'id': 'HONDA - CG 125 CARGO ES', 'Valor': 3861}, {'Codigo': '811069-7', 'id': 'HONDA - CBR 600 RR', 'Valor': 37141}, {'Codigo': '811073-5', 'id': 'HONDA - CBR 1000 RR Fireblade', 'Valor': 40666}, {'Codigo': '811076-0', 'id': 'HONDA - CB 600F HORNET', 'Valor': 31816}, {'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 8460}, {'Codigo': '811084-0', 'id': 'HONDA - BIZ 125+', 'Valor': 9003}, {'Codigo': '811079-4', 'id': 'HONDA - BIZ 125 KS/ KS F.INJ./KS MIX F.INJECTION', 'Valor': 7910}, {'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 8152}]",19/05,HONDA,82000,,Contagem
HONDA BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION,125,2010,8900,8529,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/biz-125-2010-1034464482,1034464482,"[{'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 8529}]",19/05,HONDA,64,,Contagem
HONDA CG 150 FAN ESI/ 150 FAN ESI FLEX,150,2010,9000,8554,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-1034456062,1034456062,"[{'Codigo': '811101-4', 'id': 'HONDA - CG 150 FAN ESi/ 150 FAN ESi FLEX', 'Valor': 8554}]",19/05,HONDA,65750,,Santa Luzia
YAMAHA FAZER,250,2006,7800,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fazer-2006-1034455447,1034455447,"[{'Codigo': '827052-0', 'id': 'YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX', 'Valor': 8136}, {'Codigo': '827051-1', 'id': 'YAMAHA - FAZER 600/ FZ6 S', 'Valor': 23367}]",19/05,YAMAHA,0,,Ibirité
YAMAHA YBR 125 E,125,2005,3400,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-125cc-1034446065,1034446065,"[{'Codigo': '827045-7', 'id': 'YAMAHA - YBR 125 ED', 'Valor': 4331}, {'Codigo': '827039-2', 'id': 'YAMAHA - YBR 125 E', 'Valor': 2824}]",19/05,YAMAHA,100000,,Belo Horizonte
HONDA BIZ 125+,125,2010,8000,9394,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-biz-125-mais-1034445124,1034445124,"[{'Codigo': '811084-0', 'id': 'HONDA - BIZ 125+', 'Valor': 9394}]",19/05,HONDA,1,,Belo Horizonte
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2006,8200,7438,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-cg-150-titan-2006-1034442082,1034442082,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 7438}]",19/05,HONDA,68000,,Juatuba
HONDA CG 150 TITAN-ESD MIX/FLEX,150,2013,9990,9798,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-esd-2013-2013-aceito-usada-na-troca-pra-ir-embora-rapido-9990-1034438689,1034438689,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 9798}]",19/05,HONDA,65000,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2007,7000,5636,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-fan-2007-muito-nova-1034437517,1034437517,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5636}]",19/05,HONDA,0,,Belo Horizonte
HONDA CG 125 FAN ES,125,2013,7500,8035,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-fan125-2013-doc-22-economica-1034436380,1034436380,"[{'Codigo': '811091-3', 'id': 'HONDA - CG 125 FAN ES', 'Valor': 8035}]",19/05,HONDA,64250,,Belo Horizonte
DAFRA HORIZON 150,150,2015,2500,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-1034427379,1034427379,"[{'Codigo': '861002-9', 'id': 'DAFRA - SPEED 150', 'Valor': 4318}, {'Codigo': '861017-7', 'id': 'DAFRA - RIVA Cargo 150cc', 'Valor': 4613}, {'Codigo': '861014-2', 'id': 'DAFRA - RIVA 150cc', 'Valor': 5797}, {'Codigo': '861003-7', 'id': 'DAFRA - KANSAS 150', 'Valor': 5897}, {'Codigo': '861018-5', 'id': 'DAFRA - HORIZON 250', 'Valor': 15000}, {'Codigo': '861009-6', 'id': 'DAFRA - APACHE 150cc', 'Valor': 5004}]",19/05,DAFRA,3000,,Belo Horizonte
YAMAHA YBR 125 FACTOR ED/FACTOR EDITION,125,2012,7900,6948,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/factor-125-1034426586,1034426586,"[{'Codigo': '827074-0', 'id': 'YAMAHA - YBR 125 FACTOR ED/FACTOR EDITION', 'Valor': 6948}]",19/05,YAMAHA,85000,,Ipatinga
HONDA BIZ,125,2019,6000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/biz-125-2019-vermelha-1034419994,1034419994,"[{'Codigo': '811137-5', 'id': 'HONDA - BIZ 125/125i Flex', 'Valor': 14016}, {'Codigo': '811138-3', 'id': 'HONDA - BIZ 110i', 'Valor': 11150}]",19/05,HONDA,3928,,Belo Horizonte
HONDA CG 150 TITAN-ES MIX,150,2010,7600,8652.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/titan-150-mix-2009-2010-oportunidade-1034417970,1034417970,"[{'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8656}, {'Codigo': '811092-1', 'id': 'HONDA - CG 150 TITAN-ES MIX', 'Valor': 8649}]",19/05,HONDA,100000,,Belo Horizonte
HONDA CBX 250 TWISTER,250,2007,8200,7742,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cbx-twister-2007-1034414389,1034414389,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7742}]",19/05,HONDA,70000,,Belo Horizonte
HONDA CG 150 TITAN-ESD/ TITAN SPECIAL EDITION,150,2009,8900,8816,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-1034409612,1034409612,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8816}]",19/05,HONDA,53000,,Belo Horizonte
HONDA CBX 250 TWISTER,250,2008,7500,7972,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cbx-twister-250-1034409392,1034409392,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7972}]",19/05,HONDA,9000,,Belo Horizonte
DAFRA CITYCOM 300I,300,2012,9999,11125,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/citycom-300i-1034405801,1034405801,"[{'Codigo': '861010-0', 'id': 'DAFRA - CITYCOM 300i', 'Valor': 11125}]",19/05,DAFRA,49000,,Belo Horizonte
DAFRA SPEED 150,150,2008,3200,2318,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/semi-nova-1034403569,1034403569,"[{'Codigo': '861002-9', 'id': 'DAFRA - SPEED 150', 'Valor': 2318}]",19/05,DAFRA,1139,,Pedro Leopoldo
SHINERAY XY 50-Q CROSS,50,2013,3300,2987.5,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/shineray-xy-89cc-1034397450,1034397450,"[{'Codigo': '850015-0', 'id': 'SHINERAY - XY 50-Q2 RETRO/JET/BIKE', 'Valor': 3146}, {'Codigo': '850011-8', 'id': 'SHINERAY - XY 50-Q PHOENIX', 'Valor': 2829}]",19/05,SHINERAY,5000,,Contagem
SHINERAY ,50,2015,3000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/shineray-jet-com-nota-fiscal-barata-1034383059,1034383059,"[{'Codigo': '850022-3', 'id': 'SHINERAY - XY 50Q-2 VENICE', 'Valor': 3237}, {'Codigo': '850015-0', 'id': 'SHINERAY - XY 50-Q2 RETRO/JET/BIKE', 'Valor': 3438}, {'Codigo': '850011-8', 'id': 'SHINERAY - XY 50-Q PHOENIX', 'Valor': 3216}, {'Codigo': '850021-5', 'id': 'SHINERAY - XY 50-Q CROSS', 'Valor': 2971}, {'Codigo': '850018-5', 'id': 'SHINERAY - XY 250-6B DISCOVER', 'Valor': 7296}, {'Codigo': '850008-8', 'id': 'SHINERAY - XY 250-5', 'Valor': 8494}, {'Codigo': '850009-6', 'id': 'SHINERAY - XY 150-GY/EXPLORER', 'Valor': 4705}, {'Codigo': '850019-3', 'id': 'SHINERAY - XY 150-5 Fire/Maxi Fire', 'Valor': 4957}, {'Codigo': '850017-7', 'id': 'SHINERAY - XY 125 JET', 'Valor': 4219}, {'Codigo': '850020-7', 'id': 'SHINERAY - SUN 150', 'Valor': 5065}, {'Codigo': '850023-1', 'id': 'SHINERAY - BOLT 250', 'Valor': 9903}]",19/05,SHINERAY,8000,,Belo Horizonte
HONDA CB 300R/ 300R FLEX,300,2012,10000,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-cb-300-r-2012-2012-1034382701,1034382701,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",19/05,HONDA,0,,Contagem
YAMAHA YBR 125 FACTOR K/ FACTOR K1,125,2014,7000,6837,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/factor-k1-2013-2014-1034381617,1034381617,"[{'Codigo': '827072-4', 'id': 'YAMAHA - YBR 125 FACTOR K/ FACTOR K1', 'Valor': 6837}]",19/05,YAMAHA,77000,,Contagem
HONDA CG 150 TITAN-ES,125,2019,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/honda-cg-150-1034376976,1034376976,"[{'Codigo': '811146-4', 'id': 'HONDA - SH 150i/DLX', 'Valor': 14416}, {'Codigo': '811116-2', 'id': 'HONDA - PCX 150/DLX', 'Valor': 16026}, {'Codigo': '811148-0', 'id': 'HONDA - PCX 150 SPORT', 'Valor': 16857}, {'Codigo': '811027-1', 'id': 'HONDA - GOLD WING 1500/ 1800', 'Valor': 155902}, {'Codigo': '811133-2', 'id': 'HONDA - CG 160 TITAN FLEXONE/Ed.Especial 40 Anos', 'Valor': 14511}, {'Codigo': '811154-5', 'id': 'HONDA - CG 160 TITAN 25TH ANNIVERSARY', 'Valor': 15503}, {'Codigo': '811139-1', 'id': 'HONDA - CG 160 START', 'Valor': 12661}, {'Codigo': '811147-2', 'id': 'HONDA - CG 160 FAN Flex', 'Valor': 13881}, {'Codigo': '811142-1', 'id': 'HONDA - CG 160 CARGO', 'Valor': 13884}]",19/05,HONDA,100000,,Belo Horizonte
YAMAHA TRX 850,Acima de 1.000,2020,7900,54715,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/protork-tr-50-f-2020-1030407929,1030407929,"[{'Codigo': '827094-5', 'id': 'YAMAHA - MT-09 850cc/ABS', 'Valor': 54715}]",por,YAMAHA,0,,Ouro Preto
HONDA BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION,125,2007,7800,7289,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-1027786578,1027786578,"[{'Codigo': '811080-8', 'id': 'HONDA - BIZ 125 ES/ ES F.INJ./ES MIX F.INJECTION', 'Valor': 7289}]",19/05,HONDA,30000,,Pedro Leopoldo
HONDA CRF 230 F,250,2007,9000,9404,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/crf-230-1034369267,1034369267,"[{'Codigo': '811087-5', 'id': 'HONDA - CRF 230 F', 'Valor': 9404}]",19/05,HONDA,300,,Nova Lima
HONDA CB 300R/ 300R FLEX,300,2012,8500,10651,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/cb300r-2012-1034089857,1034089857,"[{'Codigo': '811098-0', 'id': 'HONDA - CB 300R/ 300R FLEX', 'Valor': 10651}]",19/05,HONDA,110000,,Contagem
HONDA NXR 150 BROS KS,150,2012,9300,9067,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/bros-150-ano-2012-1034361637,1034361637,"[{'Codigo': '811102-2', 'id': 'HONDA - NXR 150 BROS KS MIX/FLEX', 'Valor': 9067}]",19/05,HONDA,87,,Belo Horizonte
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2010,6500,6582,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/moto-honda-cg-125-fan-2009-2010-leia-a-descricao-1034356937,1034356937,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 6582}]",19/05,HONDA,98200,,Ibirité
DAFRA ROADWIN 250R,250,2012,9000,6235,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/dafra-roadwin-250-1034352906,1034352906,"[{'Codigo': '861015-0', 'id': 'DAFRA - ROADWIN 250R', 'Valor': 6235}]",19/05,DAFRA,28000,,Santa Luzia
HONDA CBX 250 TWISTER,250,2007,7000,7742,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/twister-2007-1034349971,1034349971,"[{'Codigo': '811061-1', 'id': 'HONDA - CBX 250 TWISTER', 'Valor': 7742}]",19/05,HONDA,81000,,Belo Horizonte
YAMAHA FAZER,250,2006,7000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fazer-250-1034348072,1034348072,"[{'Codigo': '827052-0', 'id': 'YAMAHA - YS 250 FAZER/ FAZER L. EDITION /BLUEFLEX', 'Valor': 8136}, {'Codigo': '827051-1', 'id': 'YAMAHA - FAZER 600/ FZ6 S', 'Valor': 23367}]",19/05,YAMAHA,169440,,Santa Luzia
HONDA CG 125 FAN / FAN KS / 125 I FAN,125,2008,6900,5796,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125cc-ks-2008-1034346744,1034346744,"[{'Codigo': '811078-6', 'id': 'HONDA - CG 125 FAN / FAN KS / 125 i FAN', 'Valor': 5796}]",19/05,HONDA,61000,,Contagem
 ,150,2013,8000,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/fan-125-ks-1034346019,1034346019,[],19/05,,85000,,Caeté
HONDA POP 100 97CC,100,2014,7500,6647,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/pop-100-2014-1034342314,1034342314,"[{'Codigo': '811085-9', 'id': 'HONDA - POP 100 97cc', 'Valor': 6647}]",19/05,HONDA,42000,,Itabira
HONDA CG 150 TITAN-ES,150,2009,8500,0,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/vendo-moto-150-2009-2010-1034337159,1034337159,"[{'Codigo': '811072-7', 'id': 'HONDA - CG 150 TITAN-ESD/ TITAN SPECIAL EDITION', 'Valor': 8816}, {'Codigo': '811093-0', 'id': 'HONDA - CG 150 TITAN-ESD MIX/FLEX', 'Valor': 8437}, {'Codigo': '811092-1', 'id': 'HONDA - CG 150 TITAN-ES MIX', 'Valor': 8435}, {'Codigo': '811071-9', 'id': 'HONDA - CG 150 TITAN-ES', 'Valor': 8431}]",19/05,HONDA,0,,Belo Horizonte
HONDA BIZ 125+,125,2010,9600,9394,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/motos/biz-mais-125-cc-1034326942,1034326942,"[{'Codigo': '811084-0', 'id': 'HONDA - BIZ 125+', 'Valor': 9394}]",19/05,HONDA,76000,,Belo Horizonte
